"column","variable","label","value_labels","class","type","n_na","range"
"355","v5_meal_ps","Visit 5 - Visit 5 Portion Size Meal Condition","c(ps1 = 0, ps2 = 1, ps3 = 2, ps4 = 3)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","5","c(0, 3)"
"356","v5_noplate_chkn_nug_g","Visit 5 - Chicken Nugget: Pre-Weight w/o Plate","NULL","numeric","double","5","c(100.36, 212.88)"
"357","v5_plate_chkn_nug_g","Visit 5 - Chicken Nuggets: Pre-Weight w/ Plate","NULL","numeric","double","5","c(263.38, 558.96)"
"358","v5_post_chkn_nug_g","Visit 5 - Chicken Nuggets: Post-Weight","NULL","numeric","double","6","c(228.2, 521.69)"
"359","v5_consumed_chkn_nug_g","Visit 5 - Chicken Nuggets: Amount Consumed - recalcuated difference in R with values < 0 set to 0","NULL","numeric","double","6","c(0, 212.62)"
"360","v5_consumed_chkn_nug_kcal","Visit 5 - ps_meal chkn_nug: Amount Consumed kcal - calculated in R","NULL","numeric","double","6","c(0, 531.55)"
"361","v5_noplate_mac_cheese_g","Visit 5 - Mac and Cheese: Pre-Weight w/o Plate","NULL","numeric","double","5","c(270.06, 516.62)"
"362","v5_plate_mac_cheese_g","Visit 5 - Mac and Cheese: Pre-Weight w/ Plate","NULL","numeric","double","5","c(596.43, 868.38)"
"363","v5_post_mac_cheese_g","Visit 5 - Mac and Cheese: Post-Weight","NULL","numeric","double","6","c(328.57, 859.06)"
"364","v5_consumed_mac_cheese_g","Visit 5 - Mac and Cheese: Amount Consumed - recalcuated difference in R with values < 0 set to 0","NULL","numeric","double","6","c(3.02999999999997, 412.74)"
"365","v5_consumed_mac_cheese_kcal","Visit 5 - ps_meal mac_cheese: Amount Consumed kcal - calculated in R","NULL","numeric","double","6","c(5.15099999999995, 701.658)"
"366","v5_noplate_grapes_g","Visit 5 - Grapes: Pre-Weight w/o Bowl","NULL","numeric","double","5","c(200.02, 401.71)"
"367","v5_plate_grapes_g","Visit 5 - Grapes: Pre-Weight w/ Bowl","NULL","numeric","double","5","c(363.63, 580.56)"
"368","v5_post_grapes_g","Visit 5 - Grapes: Post-Weight","NULL","numeric","double","5","c(165.68, 586.95)"
"369","v5_consumed_grapes_g","Visit 5 - Grapes: Amount Consumed - recalcuated difference in R with values < 0 set to 0","NULL","numeric","double","5","c(0, 317.58)"
"370","v5_consumed_grapes_kcal","Visit 5 - ps_meal grapes: Amount Consumed kcal - calculated in R","NULL","numeric","double","5","c(0, 220.7181)"
"371","v5_noplate_margerine_g","Visit 5 - Margarine: Pre-Weight w/o Bowl","NULL","numeric","double","5","c(18.38, 31.88)"
"372","v5_noplate_broccoli_g","Visit 5 - Broccoli: Pre-Weight w/o Bowl","NULL","numeric","double","5","c(178.47, 361.89)"
"373","v5_plate_broccoli_g","Visit 5 - Broccoli: Pre-Weight w/ Bowl","NULL","numeric","double","5","c(321.02, 562.56)"
"374","v5_post_broccoli_g","Visit 5 - Broccoli: Post-Weight","NULL","numeric","double","5","c(178.79, 552.93)"
"375","v5_consumed_broccoli_g","Visit 5 - Broccoli: Amount Consumed - recalcuated difference in R with values < 0 set to 0","NULL","numeric","double","5","c(0, 319.73)"
"376","v5_consumed_broccoli_kcal","Visit 5 - ps_meal broccoli: Amount Consumed kcal - calculated in R","NULL","numeric","double","5","c(0, 320.68919)"
"377","v5_noplate_ketchup_g","Visit 5 - Ketchup: Pre-Weight of Container","NULL","numeric","double","5","c(43.83, 50.07)"
"378","v5_plate_ketchup_g","Visit 5 - Ketchup: Pre-Weight of Ketchup w/ Container","NULL","numeric","double","5","c(46.13, 53.5)"
"379","v5_post_ketchup_g","Visit 5 - Ketchup: Post-Weight","NULL","numeric","double","5","c(4.23, 53.5)"
"380","v5_consumed_ketchup_g","Visit 5 - Ketchup: Amount Consumed - recalcuated difference in R with values < 0 set to 0","NULL","numeric","double","5","c(0, 48.02)"
"381","v5_consumed_ketchup_kcal","Visit 5 - ps_meal ketchup: Amount Consumed kcal - calculated in R","NULL","numeric","double","5","c(0, 56.03934)"
"382","v5_noplate_water_g","Visit 5 - Water: Pre-Weight of Container","NULL","numeric","double","5","c(230.5, 295.27)"
"383","v5_plate_water_g","Visit 5 - Water: Pre-Weight of Container w/ Water","NULL","numeric","double","5","c(249.74, 337.22)"
"384","v5_post_water_g","Visit 5 - Water: Post-Weight","NULL","numeric","double","5","c(43.27, 307.33)"
"385","v5_consumed_water_g","Visit 5 - Water: Amount Consumed - recalcuated difference in R with values < 0 set to 0","NULL","numeric","double","5","c(0, 264.49)"
"386","v5_total_g","Visit 5 - ps_meal Total: Amount Consumed g - calculated in R. Set to NA if not all foods had available data","NULL","numeric","double","7","c(50.0400000000001, 986.68)"
"387","v5_total_kcal","Visit 5 - ps_meal Total: Amount Consumed kcal - calculated in R. Set to NA if not all foods had available data","NULL","numeric","double","7","c(71.8650700000001, 1267.28488)"
"388","v7_date","date from participant contacts databases ('verified_visit_dates*.csv) converted to format yyyy-mm-dd in R. If no date in database, uses start_date metadata from qualtrics","NULL","character","character","19","c(""2019-05-16"", ""2023-06-22"")"
"389","v7_freddy_pre_meal","Visit 7 - Freddy Score - EAH Pre-Meal","NULL","numeric","double","19","c(0, 134)"
"390","v7_freddy_post_meal","Visit 7 - Freddy Score - EAH Post-Meal","NULL","numeric","double","19","c(32, 150)"
"391","v7_freddy_pre_want","Visit 7 - Freddy Score - EAH Pre-Wanting","NULL","numeric","double","22","c(19, 150)"
"392","v7_freddy_pre_eah","Visit 7 - Freddy Score - EAH Pre-Snack","NULL","numeric","double","19","c(12, 150)"
"393","v7_freddy_post_eah","Visit 7 - Freddy Score - EAH Post-Snack","NULL","numeric","double","20","c(31, 150)"
"394","v7_vas_practice","Visit 7 - EAH VAS Practice","c(`Hate It` = 1, `Dislike It` = 2, `It's Okay` = 3, `Like It` = 4, `Love It` = 5)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","19","c(1, 5)"
"395","v7_vas_popcorn","Visit 7 - EAH VAS Popcorn","c(`Hate It` = 1, `Dislike It` = 2, `It's Okay` = 3, `Like It` = 4, `Love It` = 5)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","19","c(2, 5)"
"396","v7_vas_pretzle","Visit 7 - EAH VAS Pretzel","c(`Hate It` = 1, `Dislike It` = 2, `It's Okay` = 3, `Like It` = 4, `Love It` = 5)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","19","c(2, 5)"
"397","v7_vas_cornchip","Visit 7 - EAH VAS Corn Chip","c(`Hate It` = 1, `Dislike It` = 2, `It's Okay` = 3, `Like It` = 4, `Love It` = 5)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","19","c(2, 5)"
"398","v7_vas_cookie","Visit 7 - EAH VAS Chocolate Chip Cookie","c(`Hate It` = 1, `Dislike It` = 2, `It's Okay` = 3, `Like It` = 4, `Love It` = 5)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","19","c(2, 5)"
"399","v7_vas_brownie","Visit 7 - EAH VAS Brownie","c(`Hate It` = 1, `Dislike It` = 2, `It's Okay` = 3, `Like It` = 4, `Love It` = 5)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","19","c(2, 5)"
"400","v7_vas_starburst","Visit 7 - EAH VAS Starburst","c(`Hate It` = 1, `Dislike It` = 2, `It's Okay` = 3, `Like It` = 4, `Love It` = 5)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","19","c(1, 5)"
"401","v7_vas_skittle","Visit 7 - EAH VAS Skittle","c(`Hate It` = 1, `Dislike It` = 2, `It's Okay` = 3, `Like It` = 4, `Love It` = 5)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","19","c(1, 5)"
"402","v7_vas_hershey","Visit 7 - EAH VAS Hershey Kiss","c(`Hate It` = 1, `Dislike It` = 2, `It's Okay` = 3, `Like It` = 4, `Love It` = 5)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","19","c(2, 5)"
"403","v7_vas_icecream","Visit 7 - EAH VAS Vanilla Ice Cream","c(`Hate It` = 1, `Dislike It` = 2, `It's Okay` = 3, `Like It` = 4, `Love It` = 5)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","19","c(2, 5)"
"404","v7_vas_pbj_sndwch","Visit 7 - EAH VAS PBJ Sandwich","c(`Hate It` = 1, `Dislike It` = 2, `It's Okay` = 3, `Like It` = 4, `Love It` = 5)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","19","c(1, 5)"
"405","v7_vas_ham_sndwch","Visit 7 - EAH VAS Ham and Cheese Sandwich","c(`Hate It` = 1, `Dislike It` = 2, `It's Okay` = 3, `Like It` = 4, `Love It` = 5)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","19","c(1, 5)"
"406","v7_vas_turkey_sndwch","Visit 7 - EAH VAS Turkey and Cheese Sandwich","c(`Hate It` = 1, `Dislike It` = 2, `It's Okay` = 3, `Like It` = 4, `Love It` = 5)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","19","c(1, 5)"
"407","v7_vas_cheese_sndwch","Visit 7 - EAH VAS Cheese Sandwich","c(`Hate It` = 1, `Dislike It` = 2, `It's Okay` = 3, `Like It` = 4, `Love It` = 5)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","19","c(1, 5)"
"408","v7_vas_applesauce","Visit 7 - EAH VAS Applesauce","c(`Hate It` = 1, `Dislike It` = 2, `It's Okay` = 3, `Like It` = 4, `Love It` = 5)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","19","c(1, 5)"
"409","v7_vas_potatoechip","Visit 7 - EAH VAS Potato Chip","c(`Hate It` = 1, `Dislike It` = 2, `It's Okay` = 3, `Like It` = 4, `Love It` = 5)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","19","c(2, 5)"
"410","v7_vas_babycarrot","Visit 7 - EAH VAS Carrot","c(`Hate It` = 1, `Dislike It` = 2, `It's Okay` = 3, `Like It` = 4, `Love It` = 5)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","19","c(1, 5)"
"411","v7_vas_oreo","Visit 7 - EAH VAS Oreo","c(`Hate It` = 1, `Dislike It` = 2, `It's Okay` = 3, `Like It` = 4, `Love It` = 5)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","19","c(2, 5)"
"412","v7_vas_milk","Visit 7 - EAH VAS Milk","c(`Hate It` = 1, `Dislike It` = 2, `It's Okay` = 3, `Like It` = 4, `Love It` = 5)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","19","c(1, 5)"
"413","v7_vas_water","Visit 7 - EAH VAS Water","c(`Hate It` = 1, `Dislike It` = 2, `It's Okay` = 3, `Like It` = 4, `Love It` = 5)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","19","c(3, 5)"
"414","v7_meal_start","Visit 7 - EAH Pre-Meal","NULL","character","character","19","c(""0530"", ""612"")"
"415","v7_meal_end","Visit 7 - End Time:","NULL","character","character","19","c(""0555"", ""7:07"")"
"416","v7_meal_dur","Visit 7 - EAH - Pre-Meal Duration","NULL","numeric","double","19","c(8, 30)"
"417","v7_noplate_applesauce_g","Visit 7 - Meal Applesauce: Pre-Weight w/o Bowl","NULL","numeric","double","19","c(69, 111.98)"
"418","v7_plate_applesauce_g","Visit 7 - Meal Applesauce: Pre-Weight w/ Bowl","NULL","numeric","double","20","c(160.45, 282.29)"
"419","v7_post_applesauce_g","Visit 7 - Meal Applesauce: Post-Weight","NULL","numeric","double","19","c(36.83, 269.98)"
"420","v7_consumed_applesauce_g","Visit 7 - Meal Applesauce: Amount Consumed - recalcuated difference in R with values < 0 set to 0","NULL","numeric","double","20","c(0.280000000000001, 164.92)"
"421","v7_consumed_applesauce_kcal","Visit 7 - std_meal applesauce: Amount Consumed kcal - calculated in R","NULL","numeric","double","20","c(0.124600000000001, 73.3894)"
"422","v7_noplate_carrot_g","Visit 7 - Meal Carrots: Pre-Weight w/o Bowl","NULL","numeric","double","19","c(39.56, 104.72)"
"423","v7_plate_carrot_g","Visit 7 - Meal Carrots: Pre-Weight w/ Bowl","NULL","numeric","double","19","c(129.41, 244.39)"
"424","v7_post_carrot_g","Visit 7 - Meal Carrots: Post-Weight","NULL","numeric","double","19","c(89.79, 999)"
"425","v7_consumed_carrot_g","Visit 7 - Meal Carrots: Amount Consumed - recalcuated difference in R with values < 0 set to 0","NULL","numeric","double","19","c(0, 85.6)"
"426","v7_consumed_carrot_kcal","Visit 7 - std_meal carrot: Amount Consumed kcal - calculated in R","NULL","numeric","double","19","c(0, 35.6952)"
"427","v7_noplate_cheese_sndwch_g","Visit 7 - Meal Cheese Sandwich: Pre-Weight w/o Plate","NULL","numeric","double","19","c(78.52, 100.95)"
"428","v7_plate_cheese_sndwch_g","Visit 7 - Meal Cheese Sandwich: Pre-Weight w/ Plate","NULL","numeric","double","19","c(333.96, 450.66)"
"429","v7_post_cheese_sndwch_g","Visit 7 - Meal Cheese Sandwich: Post-Weight","NULL","numeric","double","19","c(243.68, 448.99)"
"430","v7_consumed_cheese_sndwch_g","Visit 7 - Meal Cheese Sandwich: Amount Consumed - recalcuated difference in R with values < 0 set to 0","NULL","numeric","double","19","c(0, 184)"
"431","v7_consumed_cheese_sndwch_kcal","Visit 7 - std_meal cheese_sndwch: Amount Consumed kcal - calculated in R","NULL","numeric","double","19","c(0, 506.92)"
"432","v7_noplate_cookies_g","Visit 7 - Meal Cookies: Pre-Weight w/o Bowl","NULL","numeric","double","19","c(16.11, 23.96)"
"433","v7_plate_cookies_g","Visit 7 - Meal Cookies: Pre-Weight w/ bowl","NULL","numeric","double","19","c(110.9, 185.29)"
"434","v7_post_cookies_g","Visit 7 - Meal Cookies: Post-Weight","NULL","numeric","double","19","c(89.58, 162.48)"
"435","v7_consumed_cookies_g","Visit 7 - Meal Cookies: Amount Consumed - recalcuated difference in R with values < 0 set to 0","NULL","numeric","double","19","c(0, 23.81)"
"436","v7_consumed_cookies_kcal","Visit 7 - std_meal cookies: Amount Consumed kcal - calculated in R","NULL","numeric","double","19","c(0, 115.35945)"
"437","v7_noplate_ham_sndwch_g","Visit 7 - Meal Ham Sandwich: Pre-Weight w/o Plate","NULL","numeric","double","19","c(110.79, 188.4)"
"438","v7_plate_ham_sndwch_g","Visit 7 - Meal Ham Sandwich: Pre-Weight w/ Plate","NULL","numeric","double","19","c(339.72, 536.75)"
"439","v7_post_ham_sndwch_g","Visit 7 - Meal Ham Sandwich: Post-Weight","NULL","numeric","double","19","c(320.56, 533.53)"
"440","v7_consumed_ham_sndwch_g","Visit 7 - Meal Ham Sandwich: Amount Consumed - recalcuated difference in R with values < 0 set to 0","NULL","numeric","double","19","c(0, 155.58)"
"441","v7_consumed_ham_sndwch_kcal","Visit 7 - std_meal ham_sndwch: Amount Consumed kcal - calculated in R","NULL","numeric","double","19","c(0, 343.52064)"
"442","v7_noplate_milk_g","Visit 7 - Meal Milk: Pre-Weight of Container","NULL","numeric","double","19","c(242.9, 302.3)"
"443","v7_plate_milk_g","Visit 7 - Meal Milk: Pre-Weight of Container with Milk","NULL","numeric","double","19","c(286.21, 345.4)"
"444","v7_post_milk_g","Visit 7 - Meal Milk: Post-Weight","NULL","numeric","double","19","c(47.02, 345.37)"
"445","v7_consumed_milk_g","Visit 7 - Meal Milk: Amount Consumed - recalcuated difference in R with values < 0 set to 0","NULL","numeric","double","19","c(0, 293.79)"
"446","v7_consumed_milk_kcal","Visit 7 - std_meal milk: Amount Consumed kcal - calculated in R","NULL","numeric","double","19","c(0, 158.94039)"
"447","v7_noplate_pbj_sndwch_g","Visit 7 - Meal PBJ Sandwich: Pre-Weight w/o Plate","NULL","numeric","double","19","c(105.51, 156.58)"
"448","v7_plate_pbj_sndwch_g","Visit 7 - Meal PBJ Sandwich: Pre-Weight w/ Plate","NULL","numeric","double","19","c(431.71, 505.02)"
"449","v7_post_pbj_sndwch_g","Visit 7 - Meal PBJ Sandwich: Post-Weight","NULL","numeric","double","19","c(326.2, 495.99)"
"450","v7_consumed_pbj_sndwch_g","Visit 7 - Meal PBJ Sandwich: Amount Consumed - recalcuated difference in R with values < 0 set to 0","NULL","numeric","double","19","c(0, 141.93)"
"451","v7_consumed_pbj_sndwch_kcal","Visit 7 - std_meal pbj_sndwch: Amount Consumed kcal - calculated in R","NULL","numeric","double","19","c(0, 489.80043)"
"452","v7_noplate_potatochip_g","Visit 7 - Meal Potato Chips: Pre-Weight w/o Bowl","NULL","numeric","double","19","c(30, 30.96)"
"453","v7_plate_potatochip_g","Visit 7 - Meal Potato Chips: Pre-Weight w/ Bowl","NULL","numeric","double","19","c(157.69, 211.05)"
"454","v7_post_potatochip_g","Visit 7 - Meal Potato Chips: Post-Weight","NULL","numeric","double","19","c(121.38, 201.89)"
"455","v7_consumed_potatochip_g","Visit 7 - Meal Potato Chips: Amount Consumed - recalcuated difference in R with values < 0 set to 0","NULL","numeric","double","19","c(0, 36.4)"
"456","v7_consumed_potatochip_kcal","Visit 7 - std_meal potatochip: Amount Consumed kcal - calculated in R","NULL","numeric","double","19","c(0, 207.9532)"
"457","v7_noplate_turkey_sndwch_g","Visit 7 - Meal Turkey Sandwich: Pre-Weight w/o Plate","NULL","numeric","double","19","c(117.24, 194.8)"
"458","v7_plate_turkey_sndwch_g","Visit 7 - Meal Turkey Sandwich: Pre-Weight w/ Plate","NULL","numeric","double","19","c(350.52, 545.38)"
"459","v7_post_turkey_sndwch_g","Visit 7 - Meal Turkey Sandwich: Post-Weight","NULL","numeric","double","19","c(326.14, 533.65)"
"460","v7_consumed_turkey_sndwch_g","Visit 7 - Meal Turkey Sandwich: Amount Consumed - recalcuated difference in R with values < 0 set to 0","NULL","numeric","double","19","c(0, 170.64)"
"461","v7_consumed_turkey_sndwch_kcal","Visit 7 - std_meal turkey_sndwch: Amount Consumed kcal - calculated in R","NULL","numeric","double","19","c(0, 354.58992)"
"462","v7_noplate_ketchup_g","Visit 7 - Meal Ketchup: Pre-Weight w/o Plate","NULL","numeric","double","19","c(10.02, 119.68)"
"463","v7_plate_ketchup_g","Visit 7 - Meal Ketchup: Pre-Weight w/ Plate","NULL","numeric","double","19","c(14.49, 22.66)"
"464","v7_post_ketchup_g","Visit 7 - Meal Ketchup: Post-Weight","NULL","numeric","double","19","c(4.64, 22.66)"
"465","v7_consumed_ketchup_g","Visit 7 - Meal Ketchup: Amount Consumed - recalcuated difference in R with values < 0 set to 0","NULL","numeric","double","19","c(0, 16.13)"
"466","v7_consumed_ketchup_kcal","Visit 7 - std_meal ketchup: Amount Consumed kcal - calculated in R","NULL","numeric","double","19","c(0, 17.92043)"
"467","v7_noplate_mayo_g","Visit 7 - Meal Mayo: Pre-Weight w/o Plate","NULL","numeric","double","19","c(13.1, 28.1)"
"468","v7_plate_mayo_g","Visit 7 - Meal Mayo: Pre-Weight w/ Plate","NULL","numeric","double","19","c(14.98, 31.2)"
"469","v7_post_mayo_g","Visit 7 - Meal Mayo: Post-Weight","NULL","numeric","double","19","c(7.77, 31.2)"
"470","v7_consumed_mayo_g","Visit 7 - Meal Mayo: Amount Consumed - recalcuated difference in R with values < 0 set to 0","NULL","numeric","double","19","c(0, 21.55)"
"471","v7_consumed_mayo_kcal","Visit 7 - std_meal mayo: Amount Consumed kcal - calculated in R","NULL","numeric","double","19","c(0, 156.4099)"
"472","v7_noplate_mustard_g","Visit 7 - Meal Mustard: Pre-Weight w/o Plate","NULL","numeric","double","19","c(6.62, 14.35)"
"473","v7_plate_mustard_g","Visit 7 - Meal Mustard: Pre-Weight w/ Plate","NULL","numeric","double","19","c(8.7, 16.89)"
"474","v7_post_mustard_g","Visit 7 - Meal Mustard: Post-Weight","NULL","numeric","double","20","c(6.22, 16.89)"
"475","v7_consumed_mustard_g","Visit 7 - Meal Mustard: Amount Consumed - recalcuated difference in R with values < 0 set to 0","NULL","numeric","double","20","c(0, 9.67)"
"476","v7_consumed_mustard_kcal","Visit 7 - std_meal mustard: Amount Consumed kcal - calculated in R","NULL","numeric","double","20","c(0, 0)"
"477","v7_meal_total_g","Visit 7 - std_meal Total: Amount Consumed g - calculated in R. Set to NA if not all foods had available data","NULL","numeric","double","21","c(14.03, 813.44)"
"478","v7_meal_total_kcal","Visit 7 - std_meal Total: Amount Consumed kcal - calculated in R. Set to NA if not all foods had available data","NULL","numeric","double","21","c(66.7273600000001, 1532.6876)"
"479","v7_noplate_brownies_g","Visit 7 - EAH Brownies: Pre-Weight w/o Bowl","NULL","numeric","double","19","c(50.21, 59.62)"
"480","v7_plate_brownies_g","Visit 7 - EAH Brownies: Pre-Weight w/ Bowl","NULL","numeric","double","19","c(179.2, 285.6)"
"481","v7_post_brownies_g","Visit 7 - EAH Brownies: Post-Weight","NULL","numeric","double","19","c(165.28, 235.84)"
"482","v7_consumed_brownies_g","Visit 7 - EAH Brownies: Amount Consumed - recalcuated difference in R with values < 0 set to 0","NULL","numeric","double","19","c(0, 74.08)"
"483","v7_consumed_brownies_kcal","Visit 7 - EAH brownies: Amount Consumed kcal - calculated in R","NULL","numeric","double","19","c(0, 323.28512)"
"484","v7_noplate_cornchips_g","Visit 7 - EAH Corn Chips: Pre-Weight w/o Bowl","NULL","numeric","double","19","c(57.93, 236.65)"
"485","v7_plate_cornchips_g","Visit 7 - EAH Corn Chips: Pre-Weight w/ Bowl","NULL","numeric","double","19","c(221.3, 241.74)"
"486","v7_post_cornchips_g","Visit 7 - EAH Corn Chips: Post-Weight","NULL","numeric","double","19","c(0.2, 241.74)"
"487","v7_consumed_cornchips_g","Visit 7 - EAH Corn Chips: Amount Consumed - recalcuated difference in R with values < 0 set to 0","NULL","numeric","double","19","c(0, 236.25)"
"488","v7_consumed_cornchips_kcal","Visit 7 - EAH cornchips: Amount Consumed kcal - calculated in R","NULL","numeric","double","19","c(0, 1348.27875)"
"489","v7_noplate_hersheys_g","Visit 7 - EAH Hershey's Kisses: Pre-Weight w/o Bowl","NULL","numeric","double","19","c(55.07, 70.6)"
"490","v7_plate_hersheys_g","Visit 7 - EAH Hershey's Kisses: Pre-Weight w/ Bowl","NULL","numeric","double","19","c(193.84, 251.27)"
"491","v7_post_hersheys_g","Visit 7 - EAH Hershey's Kisses: Post-Weight","NULL","numeric","double","19","c(179.76, 250.65)"
"492","v7_consumed_hersheys_g","Visit 7 - EAH Hershey's Kisses: Amount Consumed - recalcuated difference in R with values < 0 set to 0","NULL","numeric","double","19","c(0, 59.97)"
"493","v7_consumed_hersheys_kcal","Visit 7 - EAH hersheys: Amount Consumed kcal - calculated in R","NULL","numeric","double","19","c(0, 299.85)"
"494","v7_noplate_icecream_g","Visit 7 - EAH Ice Cream: Pre-Weight w/o Bowl","NULL","numeric","double","20","c(36.3, 50.08)"
"495","v7_plate_icecream_g","Visit 7 - EAH Ice Cream: Pre-Weight w/ Bowl","NULL","numeric","double","19","c(150.49, 233.62)"
"496","v7_post_icecream_g","Visit 7 - EAH Ice Cream: Post-Weight","NULL","numeric","double","19","c(107.33, 233.69)"
"497","v7_consumed_icecream_g","Visit 7 - EAH Ice Cream: Amount Consumed - recalcuated difference in R with values < 0 set to 0","NULL","numeric","double","19","c(0, 45.4)"
"498","v7_consumed_icecream_kcal","Visit 7 - EAH icecream: Amount Consumed kcal - calculated in R","NULL","numeric","double","19","c(0, 85.125)"
"499","v7_noplate_oreos_g","Visit 7 - EAH Oreos: Pre-Weight w/o Bowl","NULL","numeric","double","19","c(56.34, 72.13)"
"500","v7_plate_oreos_g","Visit 7 - EAH Oreos: Pre-Weight w/ Bowl","NULL","numeric","double","19","c(190.4, 250.7)"
"501","v7_post_oreos_g","Visit 7 - EAH Oreos: Post-Weight","NULL","numeric","double","19","c(178.68, 250.7)"
"502","v7_consumed_oreos_g","Visit 7 - EAH Oreos: Amount Consumed - recalcuated difference in R with values < 0 set to 0","NULL","numeric","double","19","c(0, 45.76)"
"503","v7_consumed_oreos_kcal","Visit 7 - EAH oreos: Amount Consumed kcal - calculated in R","NULL","numeric","double","19","c(0, 215.62112)"
"504","v7_noplate_popcorn_g","Visit 7 - EAH Popcorn: Pre-Weight w/o Bowl","NULL","numeric","double","19","c(13.55, 999)"
"505","v7_plate_popcorn_g","Visit 7 - EAH Popcorn: Pre-Weight w/ Bowl","NULL","numeric","double","19","c(141.58, 999)"
"506","v7_post_popcorn_g","Visit 7 - EAH Popcorn: Post-Weight","NULL","numeric","double","19","c(141.58, 1176.38)"
"507","v7_consumed_popcorn_g","Visit 7 - EAH Popcorn: Amount Consumed - recalcuated difference in R with values < 0 set to 0","NULL","numeric","double","19","c(0, 14.25)"
"508","v7_consumed_popcorn_kcal","Visit 7 - EAH popcorn: Amount Consumed kcal - calculated in R","NULL","numeric","double","19","c(0, 80.75475)"
"509","v7_noplate_pretzels_g","Visit 7 - EAH Pretzels: Pre-Weight w/o Bowl","NULL","numeric","double","19","c(38.07, 58.88)"
"510","v7_plate_pretzels_g","Visit 7 - EAH Pretzels: Pre-Weight w/ Bowl","NULL","numeric","double","19","c(202.47, 235.68)"
"511","v7_post_pretzels_g","Visit 7 - EAH Pretzels: Post-Weight","NULL","numeric","double","19","c(191.53, 235.68)"
"512","v7_consumed_pretzels_g","Visit 7 - EAH Pretzels: Amount Consumed - recalcuated difference in R with values < 0 set to 0","NULL","numeric","double","19","c(0, 21.1)"
"513","v7_consumed_pretzels_kcal","Visit 7 - EAH pretzels: Amount Consumed kcal - calculated in R","NULL","numeric","double","19","c(0, 82.7753)"
"514","v7_noplate_skittles_g","Visit 7 - EAH Skittles: Pre-Weight w/o Bowl","NULL","numeric","double","19","c(60.89, 67.02)"
"515","v7_plate_skittles_g","Visit 7 - EAH Skittles: Pre-Weight w/ Bowl","NULL","numeric","double","19","c(187.21, 247.75)"
"516","v7_post_skittles_g","Visit 7 - EAH Skittles: Post-Weight","NULL","numeric","double","19","c(180.85, 247.08)"
"517","v7_consumed_skittles_g","Visit 7 - EAH Skittles: Amount Consumed - recalcuated difference in R with values < 0 set to 0","NULL","numeric","double","19","c(0, 28.64)"
"518","v7_consumed_skittles_kcal","Visit 7 - EAH skittles: Amount Consumed kcal - calculated in R","NULL","numeric","double","19","c(0, 114.56)"
"519","v7_noplate_starbursts_g","Visit 7 - EAH Starbursts: Pre-Weight w/o Bowl","NULL","numeric","double","19","c(63.2, 70.22)"
"520","v7_plate_starbursts_g","Visit 7 - EAH Starbursts: Pre-Weight w/ Bowl","NULL","numeric","double","19","c(189.55, 251.59)"
"521","v7_post_starbursts_g","Visit 7 - EAH Starbursts: Post-Weight","NULL","numeric","double","19","c(186.56, 251.12)"
"522","v7_consumed_starbursts_g","Visit 7 - EAH Starbursts: Amount Consumed - recalcuated difference in R with values < 0 set to 0","NULL","numeric","double","19","c(0, 54.95)"
"523","v7_consumed_starbursts_kcal","Visit 7 - EAH starbursts: Amount Consumed kcal - calculated in R","NULL","numeric","double","19","c(0, 219.8)"
"524","v7_noplate_water_g","Visit 7 - EAH Water: Pre-Weight of Container","NULL","numeric","double","19","c(227.93, 284.95)"
"525","v7_plate_water_g","Visit 7 - EAH Water: Pre-Weight of Container with Water","NULL","numeric","double","19","c(261.58, 327.96)"
"526","v7_post_water_g","Visit 7 - EAH Water: Post-Weight","NULL","numeric","double","19","c(0, 327.69)"
"527","v7_consumed_water_g","Visit 7 - EAH Water: Amount Consumed - recalcuated difference in R with values < 0 set to 0","NULL","numeric","double","19","c(0, 274)"
"528","v7_eah_total_g","Visit 7 - EAH Total: Amount Consumed g - calculated in R. Set to NA if not all foods had available data","NULL","numeric","double","19","c(0, 412.97)"
"529","v7_eah_total_kcal","Visit 7 - EAH Total: Amount Consumed kcal - calculated in R. Set to NA if not all foods had available data","NULL","numeric","double","19","c(0, 1393.32496)"
